locality,state,location,lon,lat
Allendale,MI,"Allendale, MI",-85.9540407,42.97219339999999
Allison,MI,"Allison, MI",-83.34024749999999,42.52044739999999
Alma,MI,"Alma, MI",-84.6597274,43.3789199
Almena,MI,"Almena, MI",-85.8281458,42.2984842
Almer,MI,"Almer, MI",-83.4003037,43.5431537
Almont,MI,"Almont, MI",-83.0449347,42.92058420000001
Alpena,MI,"Alpena, MI",-83.4327528,45.0616794
Alpine,MI,"Alpine, MI",-85.71438529999999,43.0662253
Amboy,MI,"Amboy, MI",-84.59557319999999,41.7233115
Ann Arbor,MI,"Ann Arbor, MI",-83.7430378,42.2808256
Ann Arbor City,MI,"Ann Arbor City, MI",-83.7430378,42.2808256
Antrim,MI,"Antrim, MI",-85.1769095,44.9730441
Antwerp,MI,"Antwerp, MI",-85.80766,42.1992857
Arbela,MI,"Arbela, MI",-83.6561215,43.2502773
Arcadia,MI,"Arcadia, MI",-86.2353862,44.4919144
Argentine,MI,"Argentine, MI",-83.8685072,42.8361329
Arlington,MI,"Arlington, MI",-86.05296039999999,42.2867499
Armada,MI,"Armada, MI",-82.8843722,42.8441964
Ash,MI,"Ash, MI",-83.2265961,42.5804438
Ashland,MI,"Ashland, MI",-85.8690933,43.3515379
Assyria,MI,"Assyria, MI",-85.1271907,42.4672272
Athens,MI,"Athens, MI",-85.2347051,42.0886576
Atkins,MI,"Atkins, MI",-82.5768666,43.0630836
Atlas,MI,"Atlas, MI",-83.528342,42.9338612
Attica,MI,"Attica, MI",-83.1434573,43.0276207
Augusta,MI,"Augusta, MI",-85.35222189999999,42.3364294
Aurelius,MI,"Aurelius, MI",-84.54318669999999,42.55838019999999
Austin,MI,"Austin, MI",-82.994114,44.04612530000001
Avon,MI,"Avon, MI",-85.69018059999999,43.0483065
Bainbridge,MI,"Bainbridge, MI",-86.2767995,42.1167965
Baltimore,MI,"Baltimore, MI",-82.7368616,42.6811436
Bangor,MI,"Bangor, MI",-86.11307939999999,42.3125355
Bartlett,MI,"Bartlett, MI",-85.0941229,45.1381416
Batavia,MI,"Batavia, MI",-85.1271907,41.9552253
Bath,MI,"Bath, MI",-84.4485591,42.8187367
Battle Creek,MI,"Battle Creek, MI",-85.17971419999999,42.3211522
Bay City,MI,"Bay City, MI",-83.8888647,43.5944677
Bear Lake,MI,"Bear Lake, MI",-86.14814299999999,44.4208349
Bedford,MI,"Bedford, MI",-83.5885144,41.760608
Bellevue,MI,"Bellevue, MI",-85.0180464,42.4433716
Bengal,MI,"Bengal, MI",-84.6688348,42.9926576
Bennington,MI,"Bennington, MI",-84.2278796,42.9130799
Benona,MI,"Benona, MI",-86.4794359,43.6026691
Benton,MI,"Benton, MI",-83.7049498,42.7978061
Berlin,MI,"Berlin, MI",-82.9164749,42.9384066
Berrien,MI,"Berrien, MI",-86.7416374,42.0320742
Bertrand,MI,"Bertrand, MI",-86.3680869,41.7929019
Bethany,MI,"Bethany, MI",-84.54318669999999,43.411528
Bethel,MI,"Bethel, MI",-85.1271907,41.8363717
Big Prairie,MI,"Big Prairie, MI",-85.62292959999999,43.4963468
Big Rapids,MI,"Big Rapids, MI",-85.4836557,43.6980782
Bingham,MI,"Bingham, MI",-85.6640365,44.899234
Birch,MI,"Birch, MI",-83.7941309,43.2508585
Birmingham,MI,"Birmingham, MI",-83.21131919999999,42.5467012
Blackman,MI,"Blackman, MI",-84.4592701,42.2799168
Blendon,MI,"Blendon, MI",-85.95089229999999,42.8897472
Blissfield,MI,"Blissfield, MI",-83.8624411,41.8325486
Bloomer,MI,"Bloomer, MI",-84.87763919999999,43.1570732
Bloomfield,MI,"Bloomfield, MI",-83.2827093,42.5793103
Bloomingdale,MI,"Bloomingdale, MI",-85.95696749999999,42.3828129
Blumfield,MI,"Blumfield, MI",-83.7411631,43.4472926
Boston,MI,"Boston, MI",-83.4027844,42.1626843
Bowen Mills,MI,"Bowen Mills, MI",-85.5188184,42.6553368
Bowne,MI,"Bowne, MI",-85.37562489999999,42.8290778
Brady,MI,"Brady, MI",-85.45818589999999,42.1268486
Brant,MI,"Brant, MI",-84.2489525,43.2430662
Bridgehampton,MI,"Bridgehampton, MI",-82.713132,43.4630538
Bridgeport,MI,"Bridgeport, MI",-83.88163639999999,43.3594696
Bridgewater,MI,"Bridgewater, MI",-83.9532571,42.1363172
Brighton,MI,"Brighton, MI",-83.7802214,42.5294773
Brockway,MI,"Brockway, MI",-82.8425216,43.1250863
Bronson,MI,"Bronson, MI",-85.19469629999999,41.8722716
Brookfield,MI,"Brookfield, MI",-84.79420909999999,42.4526037
Brooks,MI,"Brooks, MI",-85.7461548,43.4240742
Brown,MI,"Brown, MI",-82.9896604,43.2122486
Brownstown,MI,"Brownstown, MI",-83.2572332,42.1261157
Bruce,MI,"Bruce, MI",-83.03613759999999,42.8467589
Buchanan,MI,"Buchanan, MI",-86.3611248,41.8272684
Buel,MI,"Buel, MI",-82.713132,43.3095052
Buena,MI,"Buena, MI",-83.8863428,43.4508281
Bunkerhill,MI,"Bunkerhill, MI",-84.2910759,42.4678405
Burch Run,MI,"Burch Run, MI",-83.7941309,43.2508585
Burchville,MI,"Burchville, MI",-82.50775929999999,43.1132642
Burlington,MI,"Burlington, MI",-85.07969880000002,42.1067125
Burns,MI,"Burns, MI",-83.9744262,42.8223201
Burnside,MI,"Burnside, MI",-83.05761559999999,43.2154902
Burr,MI,"Burr, MI",-85.31858989999999,41.8472719
Burton,MI,"Burton, MI",-83.6163423,42.99947179999999
Bushnell,MI,"Bushnell, MI",-85.0025539,43.1625919
Butler,MI,"Butler, MI",-84.87763919999999,42.02346319999999
Byron,MI,"Byron, MI",-83.9444027,42.8228091
Caledonia,MI,"Caledonia, MI",-85.5166864,42.7891985
California,MI,"California, MI",-84.87763919999999,41.78585289999999
Calumet,MI,"Calumet, MI",-88.45400599999999,47.24659219999999
Calvin,MI,"Calvin, MI",-85.95089229999999,41.8683095
Cambria,MI,"Cambria, MI",-84.6688348,41.8556792
Cambridge,MI,"Cambridge, MI",-84.20679919999999,42.0310851
Camden,MI,"Camden, MI",-84.7577335,41.7522716
Campbell,MI,"Campbell, MI",-85.2515482,42.8240067
Cannon,MI,"Cannon, MI",-85.49941919999999,43.0670601
Canton,MI,"Canton, MI",-83.48211599999999,42.3086444
Capac,MI,"Capac, MI",-82.93447909999999,43.0125509
Carlton,MI,"Carlton, MI",-83.3907658,42.0592101
Carmel,MI,"Carmel, MI",-84.9193082,42.5365399
Cascade,MI,"Cascade, MI",-85.5296527,42.9129268
Casco,MI,"Casco, MI",-82.669947,42.76561299999999
Casinovia,MI,"Casinovia, MI",-85.79060059999999,43.2347449
Cassopolis,MI,"Cassopolis, MI",-86.0100068,41.9117133
Castleton,MI,"Castleton, MI",-85.1271907,42.623771
Cato,MI,"Cato, MI",-85.2515482,43.443107
Cazenovia,MI,"Cazenovia, MI",-75.8336952,42.9462929
Centreville,MI,"Centreville, MI",-85.5283225,41.9233827
Charleston,MI,"Charleston, MI",-85.37562489999999,42.2811597
Charleviox,MI,"Charleviox, MI",-85.2584004,45.3180632
Charlotte,MI,"Charlotte, MI",-84.83582109999999,42.5636478
Cheshire,MI,"Cheshire, MI",-85.95089229999999,42.4600216
Chesseming,MI,"Chesseming, MI",NA,NA
Chester,MI,"Chester, MI",-85.8690933,43.158429
Chesterfield,MI,"Chesterfield, MI",-82.79941939999999,42.6960659
Chickaming,MI,"Chickaming, MI",-86.61734469999999,41.8564175
China,MI,"China, MI",-82.5402275,42.7572207
Chippewa,MI,"Chippewa, MI",-84.59320939999999,46.3117082
Clarence,MI,"Clarence, MI",-84.79420909999999,42.3741594
Clarendon,MI,"Clarendon, MI",-84.87763919999999,42.1024341
Clay,MI,"Clay, MI",-82.5918153,42.6107495
Clayton,MI,"Clayton, MI",-84.2363347,41.8633809
Climax,MI,"Climax, MI",-85.33499479999999,42.2383765
Clinton,MI,"Clinton, MI",-83.9716095,42.0719866
Coe,MI,"Coe, MI",-84.6688348,43.4943005
Cohoctah (Cohocta),MI,"Cohoctah (Cohocta), MI",-83.99558789999999,42.7261394
Coldwater,MI,"Coldwater, MI",-85.00052149999999,41.9403263
Colon,MI,"Colon, MI",-85.3249817,41.9583822
Columbia,MI,"Columbia, MI",-92.3340724,38.9517053
Columbus,MI,"Columbus, MI",-82.669947,42.8432693
Commerce,MI,"Commerce, MI",-83.48823469999999,42.5750853
Comstock,MI,"Comstock, MI",-85.45818589999999,42.2844539
Concord,MI,"Concord, MI",-84.6430206,42.1778187
Constantine,MI,"Constantine, MI",-85.6686026,41.8411603
Convis,MI,"Convis, MI",-85.0025539,42.3834206
Conway,MI,"Conway, MI",-84.0801613,42.7305418
Cooper,MI,"Cooper, MI",-85.58179109999999,42.3679028
Cooper Harbor,MI,"Cooper Harbor, MI",-87.8903203,47.4683113
Corunna,MI,"Corunna, MI",-84.117745,42.98197280000001
Cotterville,MI,"Cotterville, MI",-82.53703010000001,42.6923207
Courtland,MI,"Courtland, MI",-85.49941919999999,43.144509
Crockery,MI,"Crockery, MI",-86.0733498,43.0881546
Croton,MI,"Croton, MI",-85.62292959999999,43.4194319
Crystal,MI,"Crystal, MI",-84.87763919999999,43.2343398
Dallas,MI,"Dallas, MI",-84.79420909999999,42.998424
Danby,MI,"Danby, MI",-84.87763919999999,42.8079095
Davison,MI,"Davison, MI",-83.5180063,43.0347491
Dearborn,MI,"Dearborn, MI",-83.17631449999999,42.3222599
Decatur,MI,"Decatur, MI",-85.97445689999999,42.1080979
Deerfield,MI,"Deerfield, MI",-83.77882830000001,41.888936
Delhi,MI,"Delhi, MI",-84.5327038,42.6262669
Delta,MI,"Delta, MI",-84.6620322,42.7265775
Denmark,MI,"Denmark, MI",-83.6561215,43.4426042
Denver,MI,"Denver, MI",-85.9917437,43.58664419999999
Detriot,MI,"Detriot, MI",-83.0457538,42.331427
Detroit,MI,"Detroit, MI",-83.0457538,42.331427
Dewitt,MI,"Dewitt, MI",-84.56914870000001,42.842256
Dexter,MI,"Dexter, MI",-83.8885552,42.33836970000001
Donn,MI,"Donn, MI",-83.7276716,42.2843246
Dover,MI,"Dover, MI",-84.16461629999999,41.87079440000001
Dowagiac,MI,"Dowagiac, MI",-86.10862279999999,41.9842123
Dryden,MI,"Dryden, MI",-83.12382649999999,42.9461395
Dundee,MI,"Dundee, MI",-83.6596596,41.9572676
Duplain,MI,"Duplain, MI",-84.41726659999999,43.05817039999999
Dwight,MI,"Dwight, MI",-82.92864279999999,43.9723794
Eagle,MI,"Eagle, MI",-84.7902953,42.810055
East Saginaw,MI,"East Saginaw, MI",-83.9508068,43.4194699
Easton,MI,"Easton, MI",-85.1375645,43.0038138
Eaton,MI,"Eaton, MI",-84.7733325,42.5886496
Eaton Rapids,MI,"Eaton Rapids, MI",-84.65581399999999,42.5092039
Eckford,MI,"Eckford, MI",-84.87763919999999,42.2206719
Ecorse,MI,"Ecorse, MI",-83.1457569,42.2444833
Elba,MI,"Elba, MI",-83.4003037,43.0040349
Elk Rapids,MI,"Elk Rapids, MI",-85.4164605,44.8955578
Emerson,MI,"Emerson, MI",-84.54318669999999,43.3345606
Emmet,MI,"Emmet, MI",-82.7649266,42.9905832
Ensley,MI,"Ensley, MI",-85.62292959999999,43.34239789999999
Erie,MI,"Erie, MI",-83.4968452,41.7939829
Erin,MI,"Erin, MI",-84.162165,42.013863
Essex,MI,"Essex, MI",-84.6688348,43.0701592
Essexville,MI,"Essexville, MI",-83.8419193,43.6153004
Eureka,MI,"Eureka, MI",-85.26189869999999,43.1446062
Everett,MI,"Everett, MI",-85.7461548,43.5009898
Evergreen,MI,"Evergreen, MI",-83.05761559999999,43.5611218
Exeter,MI,"Exeter, MI",-83.4856913,42.03188249999999
Fabius,MI,"Fabius, MI",-85.7051116,41.9386707
Fair Grove,MI,"Fair Grove, MI",-83.54329249999999,43.5236323
Fairfield,MI,"Fairfield, MI",-84.0801613,41.7475551
Fairplan,MI,"Fairplan, MI",-86.455855,42.0869852
Farmington,MI,"Farmington, MI",-83.37632180000001,42.4644795
Fawn River,MI,"Fawn River, MI",-85.6603739,41.8457601
Fayette,MI,"Fayette, MI",-86.6689968,45.7178999
Fenton,MI,"Fenton, MI",-83.7049498,42.7978061
Fillmore,MI,"Fillmore, MI",-86.0631561,42.7085272
Flint,MI,"Flint, MI",-83.6874562,43.0125274
Flint City,MI,"Flint City, MI",-83.6874562,43.0125274
Florence,MI,"Florence, MI",-85.58179109999999,41.8547298
Flowerfield,MI,"Flowerfield, MI",-85.7051116,42.0178261
Flushing,MI,"Flushing, MI",-83.8510732,43.0630833
Forest,MI,"Forest, MI",-83.528342,43.165979
Forester,MI,"Forester, MI",-82.6159271,43.5238342
Frankenmuth,MI,"Frankenmuth, MI",-83.7380194,43.331691
Frankfort,MI,"Frankfort, MI",-86.23453959999999,44.6336096
Franklin,MI,"Franklin, MI",-83.30604319999999,42.5222567
Fredonia,MI,"Fredonia, MI",-85.0025539,42.1867919
Freedom,MI,"Freedom, MI",-83.9532571,42.2150427
Fremon,MI,"Fremon, MI",-85.9420013,43.4675173
Fremont,MI,"Fremont, MI",-85.9420013,43.4675173
Ft. Brady,MI,"Ft. Brady, MI",-84.3634015,46.4921067
Fulton,MI,"Fulton, MI",-85.3536207,42.114957
Gaines,MI,"Gaines, MI",-83.9141254,42.8725303
Galien,MI,"Galien, MI",-86.4991852,41.7981008
Ganges,MI,"Ganges, MI",-86.210319,42.5769685
Genesee,MI,"Genesee, MI",-83.6135572,43.0935147
Georgetown,MI,"Georgetown, MI",-85.8299053,42.8999725
Gilead,MI,"Gilead, MI",-85.116815,41.7863322
Gilford,MI,"Gilford, MI",-83.6561215,43.5193276
Girard,MI,"Girard, MI",-85.0025539,42.0289635
Glen Arbor,MI,"Glen Arbor, MI",-85.98885279999999,44.8977314
Goodland,MI,"Goodland, MI",-83.05761559999999,43.0997482
Grand  Blanc,MI,"Grand  Blanc, MI",-83.6299518,42.9275277
Grand Blanc,MI,"Grand Blanc, MI",-83.6299518,42.9275277
Grand Rapids,MI,"Grand Rapids, MI",-85.6680863,42.9633599
Grand Rapids City,MI,"Grand Rapids City, MI",-85.6680863,42.9633599
Grass Lake,MI,"Grass Lake, MI",-84.20395429999999,42.2548238
Grattan,MI,"Grattan, MI",-85.37562489999999,43.062132
Green,MI,"Green, MI",-83.76728299999999,42.443471
Green Oak,MI,"Green Oak, MI",-83.7411631,42.4782758
Greenbush,MI,"Greenbush, MI",-83.357567,44.56395939999999
Greenfield,MI,"Greenfield, MI",-83.23420589999999,42.3034513
Greenland,MI,"Greenland, MI",-89.05569940000001,46.8020307
Greenville,MI,"Greenville, MI",-85.2527987,43.1775314
Greenwood,MI,"Greenwood, MI",-82.713132,43.1169057
Grosssepoint,MI,"Grosssepoint, MI",-82.9118591,42.3861485
Groveland,MI,"Groveland, MI",-83.528342,42.8174048
Gun Plain,MI,"Gun Plain, MI",-85.58179109999999,42.4856255
Hadley,MI,"Hadley, MI",-83.4003037,42.9265459
Hagan,MI,"Hagan, MI",-84.4715045,42.7321343
Hamburg,MI,"Hamburg, MI",-83.8510786,42.4641977
Hamilton,MI,"Hamilton, MI",-85.9987285,42.671257
Hampton,MI,"Hampton, MI",-83.7836403,43.6411989
Hamtramck,MI,"Hamtramck, MI",-83.0496438,42.3928151
Hancock,MI,"Hancock, MI",-88.5809563,47.1268714
Handy,MI,"Handy, MI",-84.0801613,42.6525748
Hanover,MI,"Hanover, MI",-84.5519003,42.1011532
Harrison,MI,"Harrison, MI",-84.7994675,44.0191862
Harrisville,MI,"Harrisville, MI",-83.2946891,44.6564022
Hartford,MI,"Hartford, MI",-86.1666876,42.2067051
Hartland,MI,"Hartland, MI",-83.7507315,42.6315066
Harvey,MI,"Harvey, MI",-87.3543071,46.4946573
Hazleton,MI,"Hazleton, MI",-75.9671199,40.9613814
Heath,MI,"Heath, MI",-85.9987285,42.671257
Henrietta,MI,"Henrietta, MI",-84.2910759,42.3894607
Hickory Corners,MI,"Hickory Corners, MI",-85.3760882,42.4415829
Highland,MI,"Highland, MI",-83.6175677,42.6380014
Hillsdale,MI,"Hillsdale, MI",-84.6305101,41.9200472
Holland,MI,"Holland, MI",-86.1089301,42.7875235
Holland City,MI,"Holland City, MI",-86.1089301,42.7875235
Holley,MI,"Holley, MI",-83.6277255,42.7919727
Holmes,MI,"Holmes, MI",-87.6920967,45.5396966
Homer,MI,"Homer, MI",-84.80886,42.145877
Hope,MI,"Hope, MI",-84.3331694,43.784365
Hopkins,MI,"Hopkins, MI",-85.7603024,42.6236425
Houghton,MI,"Houghton, MI",-88.5694182,47.12113309999999
Howard,MI,"Howard, MI",-85.467815,43.3955831
Howell,MI,"Howell, MI",-83.9293952,42.6072552
Hudson,MI,"Hudson, MI",-84.35383589999999,41.8550479
Huron,MI,"Huron, MI",-82.82097399999999,43.9466791
Ida,MI,"Ida, MI",-83.57096399999999,41.8786731
Imlay,MI,"Imlay, MI",-83.01465259999999,43.0198219
Independence,MI,"Independence, MI",-83.3830529,42.7400888
Indian Fields,MI,"Indian Fields, MI",-83.4003037,43.46649170000001
Ingersoll,MI,"Ingersoll, MI",-84.2489525,43.51234059999999
Ingham,MI,"Ingham, MI",-84.3542049,42.6468943
Ionia,MI,"Ionia, MI",-85.07111739999999,42.9872547
Iosco,MI,"Iosco, MI",-83.63862259999999,44.3340462
Ira,MI,"Ira, MI",-82.669947,42.6878396
Irving,MI,"Irving, MI",-85.37562489999999,42.712152
Ishpeming,MI,"Ishpeming, MI",-87.6676358,46.4885469
Jackson,MI,"Jackson, MI",-84.40134619999999,42.245869
Jackson City,MI,"Jackson City, MI",-84.40134619999999,42.245869
Jamestown,MI,"Jamestown, MI",-85.8425336,42.82558239999999
Jefferson,MI,"Jefferson, MI",-84.54318669999999,41.849783
Jerome,MI,"Jerome, MI",-84.4693935,42.0269888
Johnstown,MI,"Johnstown, MI",-85.2515482,42.4724397
Jonesville,MI,"Jonesville, MI",-84.6619015,41.9842131
Juniatta,MI,"Juniatta, MI",-83.528342,43.4354397
Kalamazoo,MI,"Kalamazoo, MI",-85.5872286,42.2917069
Kalamo,MI,"Kalamo, MI",-85.0025539,42.5401965
Keeler,MI,"Keeler, MI",-86.15482689999999,42.1127832
Keene,MI,"Keene, MI",-85.2515482,42.9794925
Kenockee,MI,"Kenockee, MI",-82.713132,43.03965970000001
Kimball,MI,"Kimball, MI",-82.5402275,42.9511374
Kinderhook,MI,"Kinderhook, MI",-84.9921549,41.7809727
La Grange,MI,"La Grange, MI",-86.0325629,41.9504291
Lacota,MI,"Lacota, MI",-86.1297501,42.4136434
Lafayette,MI,"Lafayette, MI",-84.41726659999999,43.3284866
Lake,MI,"Lake, MI",-87.22201869999999,43.4501005
Lansing,MI,"Lansing, MI",-84.5555347,42.732535
Lapeer,MI,"Lapeer, MI",-83.31883409999999,43.0514161
LaSalle,MI,"LaSalle, MI",-83.45215549999999,41.8678237
Lawrence,MI,"Lawrence, MI",-86.051408,42.2192056
Lebanon,MI,"Lebanon, MI",-92.6637865,37.6805967
Lee,MI,"Lee, MI",-86.0908621,42.450865
Leelanaw,MI,"Leelanaw, MI",-86.07336339999999,45.0821226
Leighton,MI,"Leighton, MI",-85.62292959999999,42.7218544
Lenox,MI,"Lenox, MI",-82.79941939999999,42.7738411
Leoni,MI,"Leoni, MI",-84.31184209999999,42.2545116
Leonidas,MI,"Leonidas, MI",-85.3342973,42.0429093
LeRoy,MI,"LeRoy, MI",-85.4539403,44.03806890000001
Leslie,MI,"Leslie, MI",-84.4324695,42.4514252
Lexington,MI,"Lexington, MI",-82.530757499999993,43.268082
Liberty,MI,"Liberty, MI",-84.41726659999999,42.1204171
Lima,MI,"Lima, MI",-83.9532571,42.2936518
Lindon,MI,"Lindon, MI",-83.7824526,42.8144731
Litchfield,MI,"Litchfield, MI",-84.7574647,42.0439345
Livonia,MI,"Livonia, MI",-83.35270969999999,42.36837
Locke,MI,"Locke, MI",-84.20679919999999,42.7370163
Lodi,MI,"Lodi, MI",-83.8260884,42.2082681
London,MI,"London, MI",-83.6135572,42.039072
Lowell,MI,"Lowell, MI",-85.34196089999999,42.9336426
Ludington,MI,"Ludington, MI",-86.4525831,43.9552825
Lynn,MI,"Lynn, MI",-82.92864279999999,43.1304493
Lyon,MI,"Lyon, MI",-83.6135572,42.4712338
Lyons,MI,"Lyons, MI",-84.9469455,42.9819772
Mackinak,MI,"Mackinak, MI",-84.6275658,45.8683129
Macomb,MI,"Macomb, MI",-82.92864279999999,42.6651965
Manchester,MI,"Manchester, MI",-84.037723,42.1503177
Manistee,MI,"Manistee, MI",-86.324253,44.2444473
Manlius,MI,"Manlius, MI",-86.0733498,42.6209518
Maple Grove,MI,"Maple Grove, MI",-85.1271907,42.5455578
Marathon,MI,"Marathon, MI",-83.4003037,43.1972421
Marcellus,MI,"Marcellus, MI",-85.81555759999999,42.0258779
Marengo,MI,"Marengo, MI",-84.87763919999999,42.2993512
Marion,MI,"Marion, MI",-85.14698349999999,44.1025148
Marquette,MI,"Marquette, MI",-87.39559539999999,46.5475825
Marshall,MI,"Marshall, MI",-84.96331479999999,42.2722641
Martin,MI,"Martin, MI",-85.64168459999999,42.5369783
Mason,MI,"Mason, MI",-84.4435845,42.5792027
Matteson,MI,"Matteson, MI",-85.2308414,41.9397806
Medina,MI,"Medina, MI",-84.2910759,41.75822489999999
Megeezee,MI,"Megeezee, MI",NA,NA
Mendon,MI,"Mendon, MI",-85.44998869999999,42.0064378
Meridian,MI,"Meridian, MI",-84.41506439999999,42.7265389
Metamora,MI,"Metamora, MI",-83.2891092,42.9414173
Middlebury,MI,"Middlebury, MI",-84.3331694,43.0153041
Midland,MI,"Midland, MI",-84.2472116,43.6155825
Milan,MI,"Milan, MI",-83.6824384,42.0853204
Milford,MI,"Milford, MI",-83.6003703,42.5916684
Milton,MI,"Milton, MI",-85.3312715,44.923442
Monguagon,MI,"Monguagon, MI",-83.20712859999999,42.0845244
Monroe,MI,"Monroe, MI",-83.3977101,41.9164343
Monroe City,MI,"Monroe City, MI",-83.3977101,41.9164343
Montcalm,MI,"Montcalm, MI",-85.1894045,43.3057341
Monterey,MI,"Monterey, MI",-85.8281458,42.6513977
Montrose,MI,"Montrose, MI",-83.8927439,43.1766935
Moscow,MI,"Moscow, MI",-84.54318669999999,42.0475624
Mottville,MI,"Mottville, MI",-85.7051116,41.78001099999999
Mount Clemens,MI,"Mount Clemens, MI",-82.8779754,42.5972563
Mount Morris,MI,"Mount Morris, MI",-83.6949583,43.1186374
Mundy,MI,"Mundy, MI",-83.7411631,42.9069105
Muskegon,MI,"Muskegon, MI",-86.24839209999999,43.2341813
Mussey,MI,"Mussey, MI",-82.92864279999999,43.0145327
Nankin,MI,"Nankin, MI",-83.37016779999999,42.3487847
Napoleon,MI,"Napoleon, MI",-84.2460616,42.1605944
Neguanee,MI,"Neguanee, MI",-87.60687209999999,46.5090928
Nelson,MI,"Nelson, MI",-85.49941919999999,43.2604599
New Buffalo,MI,"New Buffalo, MI",-86.74391539999999,41.7939302
New Haven,MI,"New Haven, MI",-82.8013107,42.7294758
Newark,MI,"Newark, MI",-84.7097259,43.2486435
Newburgh,MI,"Newburgh, MI",-83.4236632,42.36564600000001
Newton,MI,"Newton, MI",-85.1271907,42.1921471
Niles,MI,"Niles, MI",-86.2541768,41.829769400000004
Niles City,MI,"Niles City, MI",-86.2541768,41.829769400000004
Noble,MI,"Noble, MI",-85.2411958,41.7915445
North Branch,MI,"North Branch, MI",-83.19661169999999,43.2294705
North Plains,MI,"North Plains, MI",-84.87763919999999,43.0796882
North Shade,MI,"North Shade, MI",-84.79420909999999,43.153311
North Star,MI,"North Star, MI",-84.54318669999999,43.25747440000001
Northfield,MI,"Northfield, MI",-83.7433813,42.4003857
Northport,MI,"Northport, MI",-85.6167509,45.1313875
Novi,MI,"Novi, MI",-83.4754913,42.48059
Oakfield,MI,"Oakfield, MI",-85.37562489999999,43.1782596
Oakland,MI,"Oakland, MI",-83.1434573,42.7561109
Oceana,MI,"Oceana, MI",-86.2895052,43.643476
Odessa,MI,"Odessa, MI",-85.1271907,42.818789
Ogden,MI,"Ogden, MI",-83.9532571,41.7806149
Olive,MI,"Olive, MI",-86.1239988,42.8852254
Olivet,MI,"Olivet, MI",-84.92415419999999,42.4414273
Oneida,MI,"Oneida, MI",-84.79420909999999,42.7262349
Onondaga,MI,"Onondaga, MI",-84.5621963,42.4442037
Ontwa,MI,"Ontwa, MI",-86.0427626,41.7821811
Orange,MI,"Orange, MI",-85.0025539,42.8912233
Orangeville,MI,"Orangeville, MI",-85.49941919999999,42.5607601
Oranokogo,MI,"Oranokogo, MI",NA,NA
Orchard Lake,MI,"Orchard Lake, MI",-83.3735966,42.5894857
Oregon,MI,"Oregon, MI",-83.4003037,43.081406200000004
Orion,MI,"Orion, MI",-83.2720082,42.7637431
Orleans,MI,"Orleans, MI",-85.1271907,43.090575
Osceola,MI,"Osceola, MI",-85.35496499999999,43.92572790000001
Oshtemo,MI,"Oshtemo, MI",-85.7051116,42.293951
Otisco,MI,"Otisco, MI",-85.2627949,43.0594759
Otsego,MI,"Otsego, MI",-85.696406,42.4605904
Ottawa,MI,"Ottawa, MI",-86.0937312,42.95302299999999
Overisel,MI,"Overisel, MI",-85.95089229999999,42.7338962
